251,356124,32,Haluaghat,হালুয়াঘাট,534248,765332,0,146,0,1,
252,356131,32,Ishwarganj,ঈশ্বরগঞ্জ,559619,716350,0,153,0,1,
253,356152,32,Mymensingh Sadar,ময়মনসিংহ সদর,536627,729762,0,149,0,1,
254,356165,32,Muktagachha,মুক্তাগাছা,520936,726778,0,150,0,1,
255,356172,32,Nandail,নন্দাইল,568770,705381,0,154,0,1,
256,356181,32,Phulpur,ফুলপুর,535688,749706,0,147,0,1,
257,356188,32,Tarakanda,তারাকান্দা,547658,739933,0,147,0,1,
258,356194,32,Trishal,ত্রিশাল,541725,706961,0,152,0,1,
259,357204,33,Atpara,আটপাড়া,588504,732488,0,159,0,1,
260,357209,33,Barhatta,বারহাট্টা,589117,746616,0,158,0,1,
261,357218,33,Durgapur,দুর্গাপুর,568824,764995,0,157,0,1,
262,357238,33,Khaliajuri,খালিয়াজুড়ি,614172,724931,0,160,0,1,
263,357240,33,Kalmakanda,কলমাকান্দা,586143,763666,0,157,0,1,
264,357247,33,Kendua,কেন্দুয়া,580393,720590,0,159,0,1,
265,357256,33,Madan,মদন,597293,719770,0,160,0,1,
266,357263,33,Mohanganj,মোহনগঞ্জ,603135,736206,0,160,0,1,
267,357274,33,Netrokona Sadar,নেত্রকোণা সদর,574341,743514,0,157,0,1,
268,357283,33,Purbadhala,পূর্বধলা,560818,747689,0,161,0,1,
269,358937,34,Jhenaigati,ঝিনাইগাতি,505495,774898,0,145,0,1,
270,358967,34,Nakla,নকলা,518703,750196,0,144,0,1,
271,358970,34,Nalitabari,নালিতাবাড়ি,518656,767946,0,144,0,1,
272,358988,34,Sherpur Sadar,শেরপুর সদর,502182,754170,0,143,0,1,
273,358990,34,Sreebardi,শ্রীবর্দি,495687,773183,0,145,0,1,
274,400108,35,Bagerhat Sadar,বাগেরহাট সদর,476039,499891,0,96,0,1,
275,400114,35,Chitalmari,চিতলমারী,486433,513534,0,95,0,1,
276,400134,35,Fakirhat,ফকিরহাট,466137,505894,0,95,0,1,
277,400138,35,Kachua,কচুয়া,487292,496066,0,96,0,1,
278,400156,35,Mollahat,মোল্লাহাট ,477153,521438,0,95,0,1,
279,400158,35,Mongla,মংলা,471729,435475,0,97,0,1,
