upazila_ID;Upz_geocode;distr_ID;Upazilla;bn_name;DS_X;DS_Y;Number;Constituency ;Isdelete;UserID;,
403;508850;52;Kazipur;???????;468856;719000;0;62;0;1;,
404;508861;52;Royganj;???????;451179;699005;0;64;0;1;,
405;508867;52;Shahjadpur;?????????;462805;662643;0;67;0;1;,
406;508878;52;Sirajganj Sadar;????????? ???;468897;699543;0;;0;1;,
407;508889;52;Tarash;?????;435385;693875;0;64;0;1;,
408;508894;52;Ullah Para;?????????;451558;680902;0;65;0;1;,
409;552710;53;Birampur;????????;395927;794912;0;11;0;1;,
410;552712;53;Birganj;???????;363698;857012;0;6;0;1;,
411;552717;53;Biral;????;355739;825615;0;7;0;1;,
412;552721;53;Bochaganj;????????;347339;840657;0;7;0;1;,
413;552730;53;Chirirbandar;??????????;378866;828877;0;9;0;1;,
414;552738;53;Fulbari;??????? ;391979;805523;0;10;0;1;,
415;552743;53;Ghoraghat;???????;421460;786996;0;11;0;1;,
416;552747;53;Hakimpur;????????;407324;786917;0;11;0;1;,
417;552756;53;Kaharole;???????;358616;844805;0;6;0;1;,
418;552760;53;Khansama;???????;376978;851816;0;9;0;1;,
419;552764;53;Dinajpur Sadar;???????? ???;367969;822985;0;8;0;1;,
420;552769;53;Nawabganj;????????;409170;801853;0;11;0;1;,
421;552777;53;Parbatipur;??????????;392667;823062;0;10;0;1;,
422;553221;54;Fulchhari;??????;465510;783139;0;34;0;1;,
423;553224;54;Gaibandha Sadar;????????? ???;457495;793821;0;30;0;1;,
424;553230;54;Gobindaganj;???????????;436880;772441;0;32;0;1;,
425;553267;54;Palashbari;????????;439260;784322;0;31;0;1;,
426;553282;54;Sadullapur;???????????;442632;797201;0;31;0;1;,
427;553288;54;Saghatta;??????;456301;768994;0;33;0;1;,
428;553291;54;Sundarganj;??????????;456267;811238;0;29;0;1;,
429;554906;55;Bhurungamari;????????????;469682;878133;0;;0;1;,
430;554908;55;Char Rajibpur;?? ????????;474566;811221;0;28;0;1;,
431;554909;55;Chilmari;???????;469099;820276;0;27,28;0;1;
432;554918;55;Phulbari;??????? ;457659;859304;0;26;0;1;,
433;554952;55;Kurigram Sadar;????????? ???;470412;845790;0;26;0;1;,
434;554961;55;Nageshwari;?????????;474416;860709;0;25;0;1;,
435;554977;55;Rajarhat;????????;455663;841393;0;26;0;1;,
436;554979;55;Raumari;??????;482726;817046;0;28;0;1;,
437;554994;55;Ulipur;??????;467645;830621;0;27, 28;0;1;
438;555202;56;Aditmari;????????;437235;859058;0;17;0;1;,
439;555233;56;Hatibandha;??????????;414650;878915;0;16;0;1;,
440;555239;56;Kaliganj;????????;424573;864109;0;17;0;1;,
441;555255;56;Lalmonirhat Sadar;?????????? ???;445825;851956;0;18;0;1;,
442;555270;56;Patgram;????????;402802;903378;0;16;0;1;,
443;557312;57;Dimla;?????;398004;884773;0;12;0;1;,
444;557315;57;Domar;?????;383215;883282;0;12;0;1;,
445;557336;57;Jaldhaka;??????;398987;869059;0;14;0;1;,
446;557345;57;Kishoreganj;?????????;403837;854398;0;13;0;1;,
447;557364;57;Nilphamari Sadar;????????? ???;386020;858789;0;14;0;1;,
448;557385;57;Saidpur;???????;392511;844034;0;15;0;1;,
449;557704;58;Atwari;???????;343726;893882;0;1;0;1;,
450;557725;58;Boda;????;361018;893734;0;2;0;1;,
451;557734;58;Debiganj;????????;372645;880709;0;6;0;1;,
452;557773;58;Panchagarh Sadar;?????? ???;361932;908292;0;1;0;1;,
453;557790;58;Tentulia;????????;344537;922766;0;1;0;1;,
454;558503;59;Badarganj;???????;405698;828931;0;20;0;1;,
455;558527;59;Gangachara;????????;419963;851864;0;19;0;1;,
456;558542;59;Kaunia;???????;439725;839773;0;22;0;1;,
457;558549;59;Rangpur Sadar;????? ???;421460;837572;0;21;0;1;,
458;558558;59;Mitha Pukur;?????????;426277;818425;0;23;0;1;,
459;558573;59;Pirgachha;???????;442392;828534;0;22;0;1;,
460;558576;59;Pirganj;???????;427495;802238;0;24;0;1;,
461;558592;59;Taraganj;????????;403700;841721;0;20;0;1;,
462;559408;60;Baliadangi;????????????;327240;878319;0;4;0;1;,
463;559451;60;Haripur;??????;315922;853001;0;4;0;1;,
464;559482;60;Pirganj;???????;337362;848839;0;5;0;1;,
465;559486;60;Ranisankail;?????????;325214;859729;0;;0;1;,
466;559494;60;Thakurgaon Sadar;????????? ???;347200;874073;0;3;0;1;,
467;603602;61;Ajmiriganj;??????????;629668;706300;0;240;0;1;,
468;603605;61;Bahubal;??????;656049;685321;0;239;0;1;,
469;603611;61;Baniachong;????????;638126;699945;0;240;0;1;,
470;603626;61;Chunarughat;?????????;653889;665368;0;242;0;1;,
471;603644;61;Habiganj Sadar;??????? ???;642914;682161;0;241;0;1;,
472;603668;61;Lakhai;????? ??????;627707;678209;0;242;0;1;,
473;603671;61;Madhabpur;???????;636298;658648;0;242;0;1;,
474;603677;61;Nabiganj;???????;656305;708715;0;239;0;1;,
475;605814;62;Barlekha;??????;719545;724621;0;235;0;1;,
476;605835;62;Juri;????;716421;706468;0;235;0;1;,
477;605856;62;Kamalganj;?????????;688295;680791;0;238;0;1;,
478;605865;62;Kulaura;???????;703254;700125;0;236;0;1;,
479;605874;62;Maulvibazar Sadar;?????????? ???;673184;700702;0;237;0;1;,
480;605880;62;Rajnagar;??????;688241;708279;0;237;0;1;,
481;605883;62;Sreemangal;?????????;671792;678936;0;238;0;1;,
482;609018;63;Bishwambarpur;????????????;631477;767451;0;227;0;1;,
483;609023;63;Chhatak;????;662503;750552;0;228;0;1;,
484;609027;63;Dakshin Sunamganj;?????? ?????????;641682;746273;0;226;0;1;,
485;609029;63;Derai;?????;634887;732372;0;225;0;1;,
486;609032;63;Dharampasha;????????;604297;756499;0;224;0;1;,
487;609033;63;Dowarabazar;???????????;657069;764269;0;228;0;1;,
488;609047;63;Jagannathpur;??????????;657061;728516;0;226;0;1;,
489;609050;63;Jamalganj;?????????;621170;750674;0;224;0;1;,
490;609086;63;Sulla;??????;627043;721369;0;225;0;1;,
491;609089;63;Sunamganj Sadar;????????? ???;640467;761892;0;227;0;1;,
492;609092;63;Tahirpur;????????;616520;769339;0;224;0;1;,
493;609108;64;Balaganj;????????;684728;721732;0;230;0;1;,
494;609110;64;Osmaninagar;?????? ???;674889;723273;0;230;0;1;,
495;609117;64;Beani Bazar;???????????;717637;740080;0;234;0;1;,
496;609120;64;Bishwanath;????????;674382;737920;0;230;0;1;,
497;609127;64;Companiganj;????????????;678453;764817;0;232;0;1;,
498;609131;64;Dakshin Surma;?????? ?????;689454;735922;0;231;0;1;,
499;609135;64;Fenchuganj;??????????;698370;722606;0;231;0;1;,
500;609138;64;Golabganj;?????????;703539;735654;0;234;0;1;,
501;609141;64;Gowainghat;?????????;697131;765397;0;232;0;1;,
502;609153;64;Jaintiapur;?????????;711914;763103;0;232;0;1;,
503;609159;64;Kanaighat;????????;723479;756110;0;233;0;1;,
504;609162;64;Sylhet Sadar;?????;686414;749515;0;229;0;1;,
505;609194;64;Zakiganj;????????;738383;748791;0;233;0;1;,
